Long,Lat                  Streetscore    Network      Match
-73.992638,40.709461            Safe       Safe       True
-73.993393,40.709469            Safe       Safe       True
-73.993767,40.709473            Safe       Safe       True
-73.994522,40.709476            Safe       Safe       True
-73.994896,40.70948             Safe     Unsafe      False
-73.995651,40.709484            Safe     Unsafe      False
-73.996025,40.709484            Safe       Safe       True
-73.996773,40.709488            Safe     Unsafe      False
-73.997154,40.709492            Safe       Safe       True
-73.999405,40.709496            Safe       Safe       True
-74.000153,40.709496            Safe       Safe       True
-74.000534,40.709496            Safe       Safe       True
-74.001282,40.709496            Safe     Unsafe      False
-74.001656,40.709499            Safe       Safe       True
-74.002403,40.709499            Safe       Safe       True
-74.004662,40.709499            Safe     Unsafe      False
-74.005035,40.709499            Safe     Unsafe      False
-74.005783,40.709499            Safe     Unsafe      False
-74.006165,40.709499            Safe     Unsafe      False
-74.006912,40.709499            Safe     Unsafe      False
-74.007286,40.709499            Safe     Unsafe      False
-74.008034,40.709499            Safe       Safe       True
-74.008415,40.709499            Safe     Unsafe      False
-74.009163,40.709499            Safe       Safe       True
-74.009537,40.709499            Safe     Unsafe      False
-74.010292,40.709499            Safe       Safe       True
-74.010666,40.709499            Safe     Unsafe      False
-74.011414,40.709499            Safe     Unsafe      False
-74.011795,40.709499            Safe     Unsafe      False
-74.01255,40.709503             Safe     Unsafe      False
-74.012924,40.709503            Safe     Unsafe      False
-74.013687,40.709507            Safe     Unsafe      False
-74.014076,40.709507            Safe     Unsafe      False
-74.016052,40.709511            Safe     Unsafe      False
-74.014854,40.709515            Safe       Safe       True
-74.015251,40.709515            Safe       Safe       True
-74.016441,40.709515            Safe       Safe       True
-74.017204,40.709572            Safe       Safe       True
-73.987549,40.709717            Safe       Safe       True
-73.988304,40.70974             Safe       Safe       True
-73.988678,40.709747            Safe     Unsafe      False
-73.989441,40.709755            Safe     Unsafe      False
-73.989815,40.709763            Safe     Unsafe      False
-73.99057,40.709774             Safe     Unsafe      False
-73.990944,40.709778            Safe       Safe       True
-73.991699,40.709785            Safe     Unsafe      False
-73.992073,40.709789            Safe       Safe       True
-73.992828,40.709797            Safe       Safe       True
-73.993202,40.709801            Safe     Unsafe      False
-73.993958,40.709805            Safe       Safe       True
-73.994331,40.709808            Safe       Safe       True
-73.995087,40.709812            Safe     Unsafe      False
-73.995461,40.709812            Safe     Unsafe      False
-73.996216,40.709816            Safe       Safe       True
-73.99659,40.709816             Safe     Unsafe      False
-73.999969,40.709824            Safe       Safe       True
-74.000717,40.709824            Safe     Unsafe      False
-74.001091,40.709824            Safe       Safe       True
-74.001846,40.709824            Safe     Unsafe      False
-74.00222,40.709824             Safe     Unsafe      False
-74.002968,40.709824            Safe     Unsafe      False
-74.004097,40.709824            Safe       Safe       True
-74.004471,40.709824            Safe     Unsafe      False
-74.005226,40.709824            Safe       Safe       True
-74.0056,40.709827              Safe       Safe       True
-74.006348,40.709827            Safe     Unsafe      False
-74.006721,40.709827            Safe       Safe       True
-74.007477,40.709827            Safe       Safe       True
-74.007851,40.709827            Safe     Unsafe      False
-74.008598,40.709827            Safe     Unsafe      False
-74.008972,40.709827            Safe       Safe       True
-74.009727,40.709827            Safe     Unsafe      False
-74.010101,40.709827            Safe     Unsafe      False
-74.010849,40.709827            Safe       Safe       True
-74.01123,40.709827             Safe       Safe       True
-74.011978,40.709827            Safe     Unsafe      False
-74.01236,40.709827             Safe       Safe       True
-74.013115,40.709827            Safe     Unsafe      False
-74.013496,40.709831            Safe       Safe       True
-74.014275,40.709835            Safe       Safe       True
-74.014664,40.709839            Safe       Safe       True
-74.01545,40.709843             Safe       Safe       True
-74.015846,40.709846            Safe     Unsafe      False
-74.016624,40.709873            Safe     Unsafe      False
-74.016975,40.709904            Safe     Unsafe      False
-73.984734,40.710003            Safe       Safe       True
-73.98436,40.710007             Safe       Safe       True
-73.985466,40.710014            Safe       Safe       True
-73.98584,40.71003              Safe     Unsafe      False
-73.98661,40.710052             Safe     Unsafe      False
-73.986992,40.710056            Safe     Unsafe      False
-73.987747,40.710068            Safe       Safe       True
-73.988121,40.710079            Safe       Safe       True
-73.988876,40.710091            Safe       Safe       True
-73.989258,40.710094            Safe       Safe       True
-73.990005,40.710106            Safe     Unsafe      False
-73.990387,40.71011             Safe       Safe       True
-73.991142,40.710117            Safe       Safe       True
-73.991516,40.710117            Safe       Safe       True
-73.992264,40.710125            Safe     Unsafe      False
-73.992645,40.710129            Safe     Unsafe      False
-73.993774,40.710136            Safe     Unsafe      False
-73.994522,40.710136            Safe       Safe       True
-73.994896,40.71014             Safe       Safe       True
-73.995651,40.71014             Safe       Safe       True
-73.996025,40.710144            Safe       Safe       True
-73.99678,40.710144             Safe     Unsafe      False
-74.000534,40.710148            Safe       Safe       True
-74.001282,40.710148            Safe     Unsafe      False
-74.001656,40.710148            Safe       Safe       True
-74.002411,40.710152            Safe     Unsafe      False
-74.002785,40.710152            Safe     Unsafe      False
-74.003532,40.710152            Safe       Safe       True
-74.003906,40.710152            Safe     Unsafe      False
-74.004662,40.710152            Safe     Unsafe      False
-74.005035,40.710152            Safe     Unsafe      False
-74.005783,40.710152            Safe     Unsafe      False
-74.006165,40.710152            Safe     Unsafe      False
-74.006912,40.710152            Safe     Unsafe      False
-74.007286,40.710152            Safe       Safe       True
-74.008034,40.710152            Safe       Safe       True
-74.008415,40.710152            Safe       Safe       True
-74.009163,40.710152            Safe       Safe       True
-74.009537,40.710152            Safe       Safe       True
-74.010292,40.710152            Safe       Safe       True
-74.010666,40.710152            Safe     Unsafe      False
-74.011414,40.710152            Safe       Safe       True
